energy [eV]	total (gross)	total (net)	0 (gross)	0 (net)	1 (gross)	1 (net)	2 (gross)	2 (net)	3 (gross)	3 (net)	4 (gross)	4 (net)	5 (gross)	5 (net)	6 (gross)	6 (net)	7 (gross)	7 (net)	8 (gross)	8 (net)	9 (gross)	9 (net)	10 (gross)	10 (net)	11 (gross)	11 (net)	12 (gross)	12 (net)	13 (gross)	13 (net)	14 (gross)	14 (net)	15 (gross)	15 (net)	16 (gross)	16 (net)
1,858.00	3.237	3.237	0.5907	0.5907	2.633	2.633	2.430	2.430	2.630	2.630	2.778	2.778	2.837	2.837	3.164	3.164	3.270	3.270	3.596	3.596	3.634	3.634	3.833	3.833	3.891	3.891	3.955	3.955	3.962	3.962	3.885	3.885	4.040	4.040	3.909	3.909
1,860.00	3.161	3.161	0.5863	0.5863	2.583	2.583	2.398	2.398	2.599	2.599	2.759	2.759	2.775	2.775	3.133	3.133	3.161	3.161	3.506	3.506	3.553	3.553	3.698	3.698	3.786	3.786	3.804	3.804	3.856	3.856	3.794	3.794	3.949	3.949	3.800	3.800
1,862.00	3.096	3.096	0.5770	0.5770	2.546	2.546	2.376	2.376	2.563	2.563	2.737	2.737	2.713	2.713	3.119	3.119	3.080	3.080	3.417	3.417	3.482	3.482	3.579	3.579	3.702	3.702	3.670	3.670	3.760	3.760	3.713	3.713	3.883	3.883	3.720	3.720
1,864.00	3.038	3.038	0.5640	0.5640	2.527	2.527	2.360	2.360	2.523	2.523	2.709	2.709	2.650	2.650	3.107	3.107	3.026	3.026	3.324	3.324	3.407	3.407	3.477	3.477	3.627	3.627	3.553	3.553	3.667	3.667	3.634	3.634	3.839	3.839	3.660	3.660
1,866.00	2.982	2.982	0.5490	0.5490	2.523	2.523	2.342	2.342	2.484	2.484	2.671	2.671	2.588	2.588	3.084	3.084	2.989	2.989	3.227	3.227	3.319	3.319	3.386	3.386	3.553	3.553	3.449	3.449	3.576	3.576	3.553	3.553	3.803	3.803	3.603	3.603
1,868.00	2.925	2.925	0.5334	0.5334	2.520	2.520	2.323	2.323	2.447	2.447	2.620	2.620	2.536	2.536	3.043	3.043	2.957	2.957	3.134	3.134	3.221	3.221	3.299	3.299	3.476	3.476	3.360	3.360	3.492	3.492	3.467	3.467	3.757	3.757	3.546	3.546
1,870.00	2.868	2.868	0.5192	0.5192	2.500	2.500	2.305	2.305	2.416	2.416	2.554	2.554	2.502	2.502	2.985	2.985	2.920	2.920	3.057	3.057	3.131	3.131	3.216	3.216	3.399	3.399	3.287	3.287	3.413	3.413	3.379	3.379	3.688	3.688	3.484	3.484
1,872.00	2.811	2.811	0.5083	0.5083	2.457	2.457	2.290	2.290	2.389	2.389	2.482	2.482	2.487	2.487	2.919	2.919	2.873	2.873	3.001	3.001	3.065	3.065	3.142	3.142	3.324	3.324	3.227	3.227	3.334	3.334	3.292	3.292	3.588	3.588	3.416	3.416
1,874.00	2.756	2.756	0.5006	0.5006	2.396	2.396	2.279	2.279	2.359	2.359	2.412	2.412	2.482	2.482	2.852	2.852	2.819	2.819	2.962	2.962	3.025	3.025	3.084	3.084	3.249	3.249	3.171	3.171	3.253	3.253	3.211	3.211	3.462	3.462	3.337	3.337
1,876.00	2.702	2.702	0.4959	0.4959	2.327	2.327	2.269	2.269	2.324	2.324	2.353	2.353	2.475	2.475	2.792	2.792	2.762	2.762	2.932	2.932	3.003	3.003	3.043	3.043	3.171	3.171	3.108	3.108	3.165	3.165	3.136	3.136	3.323	3.323	3.249	3.249
1,878.00	2.647	2.647	0.4937	0.4937	2.267	2.267	2.255	2.255	2.285	2.285	2.307	2.307	2.457	2.457	2.740	2.740	2.707	2.707	2.901	2.901	2.981	2.981	3.010	3.010	3.089	3.089	3.031	3.031	3.074	3.074	3.061	3.061	3.186	3.186	3.153	3.153
1,880.00	2.591	2.591	0.4918	0.4918	2.223	2.223	2.236	2.236	2.247	2.247	2.273	2.273	2.427	2.427	2.692	2.692	2.651	2.651	2.861	2.861	2.946	2.946	2.975	2.975	3.003	3.003	2.936	2.936	2.988	2.988	2.985	2.985	3.057	3.057	3.051	3.051
1,882.00	2.533	2.533	0.4869	0.4869	2.196	2.196	2.218	2.218	2.213	2.213	2.245	2.245	2.388	2.388	2.642	2.642	2.594	2.594	2.812	2.812	2.892	2.892	2.927	2.927	2.919	2.919	2.829	2.829	2.910	2.910	2.909	2.909	2.939	2.939	2.946	2.946
1,884.00	2.476	2.476	0.4777	0.4777	2.181	2.181	2.201	2.201	2.184	2.184	2.219	2.219	2.344	2.344	2.589	2.589	2.536	2.536	2.753	2.753	2.822	2.822	2.863	2.863	2.838	2.838	2.725	2.725	2.837	2.837	2.838	2.838	2.832	2.832	2.845	2.845
1,886.00	2.419	2.419	0.4646	0.4646	2.175	2.175	2.184	2.184	2.155	2.155	2.187	2.187	2.295	2.295	2.534	2.534	2.484	2.484	2.690	2.690	2.742	2.742	2.788	2.788	2.761	2.761	2.639	2.639	2.766	2.766	2.774	2.774	2.733	2.733	2.749	2.749
1,888.00	2.365	2.365	0.4502	0.4502	2.176	2.176	2.162	2.162	2.122	2.122	2.146	2.146	2.245	2.245	2.479	2.479	2.439	2.439	2.625	2.625	2.661	2.661	2.709	2.709	2.686	2.686	2.581	2.581	2.697	2.697	2.715	2.715	2.640	2.640	2.666	2.666
1,890.00	2.314	2.314	0.4390	0.4390	2.179	2.179	2.131	2.131	2.085	2.085	2.096	2.096	2.201	2.201	2.427	2.427	2.401	2.401	2.562	2.562	2.584	2.584	2.637	2.637	2.612	2.612	2.550	2.550	2.628	2.628	2.658	2.658	2.555	2.555	2.599	2.599
1,892.00	2.268	2.268	0.4361	0.4361	2.183	2.183	2.091	2.091	2.046	2.046	2.047	2.047	2.165	2.165	2.374	2.374	2.367	2.367	2.503	2.503	2.521	2.521	2.576	2.576	2.539	2.539	2.533	2.533	2.558	2.558	2.600	2.600	2.478	2.478	2.547	2.547
1,894.00	2.228	2.228	0.4437	0.4437	2.187	2.187	2.046	2.046	2.011	2.011	2.012	2.012	2.140	2.140	2.320	2.320	2.335	2.335	2.447	2.447	2.475	2.475	2.524	2.524	2.472	2.472	2.511	2.511	2.489	2.489	2.540	2.540	2.410	2.410	2.509	2.509
1,896.00	2.193	2.193	0.4598	0.4598	2.185	2.185	2.005	2.005	1.981	1.981	1.999	1.999	2.126	2.126	2.267	2.267	2.309	2.309	2.392	2.392	2.449	2.449	2.482	2.482	2.418	2.418	2.467	2.467	2.422	2.422	2.483	2.483	2.354	2.354	2.482	2.482
1,898.00	2.163	2.163	0.4802	0.4802	2.175	2.175	1.970	1.970	1.956	1.956	2.002	2.002	2.116	2.116	2.217	2.217	2.291	2.291	2.337	2.337	2.437	2.437	2.444	2.444	2.381	2.381	2.399	2.399	2.358	2.358	2.432	2.432	2.315	2.315	2.457	2.457
1,900.00	2.135	2.135	0.4998	0.4998	2.160	2.160	1.937	1.937	1.937	1.937	2.009	2.009	2.103	2.103	2.174	2.174	2.281	2.281	2.282	2.282	2.425	2.425	2.411	2.411	2.357	2.357	2.320	2.320	2.301	2.301	2.385	2.385	2.293	2.293	2.428	2.428
1,902.00	2.110	2.110	0.5147	0.5147	2.142	2.142	1.908	1.908	1.925	1.925	2.008	2.008	2.085	2.085	2.137	2.137	2.270	2.270	2.234	2.234	2.402	2.402	2.381	2.381	2.338	2.338	2.245	2.245	2.256	2.256	2.341	2.341	2.284	2.284	2.393	2.393
1,904.00	2.083	2.083	0.5223	0.5223	2.123	2.123	1.884	1.884	1.920	1.920	1.991	1.991	2.060	2.060	2.101	2.101	2.250	2.250	2.200	2.200	2.357	2.357	2.350	2.350	2.314	2.314	2.189	2.189	2.225	2.225	2.299	2.299	2.279	2.279	2.351	2.351
1,906.00	2.055	2.055	0.5215	0.5215	2.106	2.106	1.869	1.869	1.919	1.919	1.962	1.962	2.027	2.027	2.061	2.061	2.219	2.219	2.183	2.183	2.289	2.289	2.309	2.309	2.276	2.276	2.155	2.155	2.205	2.205	2.257	2.257	2.273	2.273	2.303	2.303
1,908.00	2.025	2.025	0.5138	0.5138	2.088	2.088	1.867	1.867	1.917	1.917	1.930	1.930	1.991	1.991	2.020	2.020	2.184	2.184	2.178	2.178	2.208	2.208	2.253	2.253	2.226	2.226	2.136	2.136	2.191	2.191	2.213	2.213	2.259	2.259	2.254	2.254
1,910.00	1.995	1.995	0.5015	0.5015	2.067	2.067	1.878	1.878	1.906	1.906	1.904	1.904	1.957	1.957	1.981	1.981	2.152	2.152	2.174	2.174	2.129	2.129	2.184	2.184	2.173	2.173	2.122	2.122	2.174	2.174	2.168	2.168	2.234	2.234	2.207	2.207
1,912.00	1.965	1.965	0.4882	0.4882	2.041	2.041	1.894	1.894	1.888	1.888	1.888	1.888	1.932	1.932	1.949	1.949	2.128	2.128	2.157	2.157	2.065	2.065	2.112	2.112	2.124	2.124	2.104	2.104	2.147	2.147	2.117	2.117	2.202	2.202	2.160	2.160
1,914.00	1.935	1.935	0.4778	0.4778	2.015	2.015	1.904	1.904	1.867	1.867	1.877	1.877	1.921	1.921	1.929	1.929	2.106	2.106	2.120	2.120	2.021	2.021	2.050	2.050	2.086	2.086	2.079	2.079	2.105	2.105	2.063	2.063	2.164	2.164	2.109	2.109
1,916.00	1.906	1.906	0.4732	0.4732	1.990	1.990	1.905	1.905	1.853	1.853	1.867	1.867	1.921	1.921	1.918	1.918	2.079	2.079	2.062	2.062	1.989	1.989	2.008	2.008	2.062	2.062	2.048	2.048	2.051	2.051	2.010	2.010	2.119	2.119	2.055	2.055
1,918.00	1.879	1.879	0.4748	0.4748	1.964	1.964	1.893	1.893	1.842	1.842	1.848	1.848	1.925	1.925	1.913	1.913	2.041	2.041	1.997	1.997	1.956	1.956	1.989	1.989	2.048	2.048	2.016	2.016	1.993	1.993	1.964	1.964	2.068	2.068	2.003	2.003
1,920.00	1.850	1.850	0.4794	0.4794	1.934	1.934	1.871	1.871	1.828	1.828	1.818	1.818	1.922	1.922	1.912	1.912	1.995	1.995	1.939	1.939	1.913	1.913	1.985	1.985	2.032	2.032	1.983	1.983	1.936	1.936	1.931	1.931	2.018	2.018	1.959	1.959
1,922.00	1.821	1.821	0.4840	0.4840	1.898	1.898	1.844	1.844	1.802	1.802	1.779	1.779	1.908	1.908	1.908	1.908	1.949	1.949	1.903	1.903	1.856	1.856	1.982	1.982	2.010	2.010	1.950	1.950	1.883	1.883	1.913	1.913	1.971	1.971	1.925	1.925
1,924.00	1.793	1.793	0.4868	0.4868	1.857	1.857	1.819	1.819	1.765	1.765	1.740	1.740	1.881	1.881	1.897	1.897	1.908	1.908	1.893	1.893	1.794	1.794	1.972	1.972	1.976	1.976	1.915	1.915	1.838	1.838	1.904	1.904	1.933	1.933	1.899	1.899
1,926.00	1.765	1.765	0.4872	0.4872	1.819	1.819	1.797	1.797	1.722	1.722	1.705	1.705	1.845	1.845	1.875	1.875	1.876	1.876	1.903	1.903	1.739	1.739	1.951	1.951	1.936	1.936	1.877	1.877	1.802	1.802	1.900	1.900	1.898	1.898	1.872	1.872
1,928.00	1.739	1.739	0.4869	0.4869	1.790	1.790	1.776	1.776	1.687	1.687	1.677	1.677	1.805	1.805	1.846	1.846	1.848	1.848	1.920	1.920	1.702	1.702	1.920	1.920	1.895	1.895	1.840	1.840	1.776	1.776	1.898	1.898	1.856	1.856	1.838	1.838
1,930.00	1.717	1.717	0.4890	0.4890	1.778	1.778	1.756	1.756	1.671	1.671	1.658	1.658	1.764	1.764	1.810	1.810	1.826	1.826	1.932	1.932	1.686	1.686	1.887	1.887	1.862	1.862	1.808	1.808	1.759	1.759	1.892	1.892	1.802	1.802	1.801	1.801
1,932.00	1.698	1.698	0.4923	0.4923	1.785	1.785	1.736	1.736	1.673	1.673	1.647	1.647	1.722	1.722	1.773	1.773	1.812	1.812	1.929	1.929	1.689	1.689	1.859	1.859	1.838	1.838	1.783	1.783	1.748	1.748	1.881	1.881	1.737	1.737	1.767	1.767
1,934.00	1.682	1.682	0.4919	0.4919	1.803	1.803	1.715	1.715	1.682	1.682	1.640	1.640	1.682	1.682	1.739	1.739	1.805	1.805	1.913	1.913	1.700	1.700	1.836	1.836	1.817	1.817	1.762	1.762	1.738	1.738	1.860	1.860	1.672	1.672	1.745	1.745
1,936.00	1.666	1.666	0.4839	0.4839	1.820	1.820	1.693	1.693	1.689	1.689	1.639	1.639	1.646	1.646	1.708	1.708	1.803	1.803	1.887	1.887	1.707	1.707	1.818	1.818	1.792	1.792	1.736	1.736	1.724	1.724	1.827	1.827	1.618	1.618	1.735	1.735
1,938.00	1.648	1.648	0.4687	0.4687	1.827	1.827	1.673	1.673	1.685	1.685	1.640	1.640	1.615	1.615	1.678	1.678	1.800	1.800	1.855	1.855	1.703	1.703	1.804	1.804	1.760	1.760	1.699	1.699	1.707	1.707	1.785	1.785	1.582	1.582	1.730	1.730
1,940.00	1.626	1.626	0.4500	0.4500	1.814	1.814	1.659	1.659	1.668	1.668	1.643	1.643	1.589	1.589	1.647	1.647	1.789	1.789	1.822	1.822	1.687	1.687	1.790	1.790	1.725	1.725	1.653	1.653	1.688	1.688	1.741	1.741	1.559	1.559	1.717	1.717
1,942.00	1.601	1.601	0.4348	0.4348	1.782	1.782	1.652	1.652	1.645	1.645	1.643	1.643	1.568	1.568	1.615	1.615	1.766	1.766	1.789	1.789	1.662	1.662	1.772	1.772	1.691	1.691	1.607	1.607	1.670	1.670	1.698	1.698	1.540	1.540	1.690	1.690
1,944.00	1.577	1.577	0.4293	0.4293	1.741	1.741	1.654	1.654	1.617	1.617	1.643	1.643	1.550	1.550	1.582	1.582	1.730	1.730	1.757	1.757	1.634	1.634	1.748	1.748	1.666	1.666	1.571	1.571	1.649	1.649	1.658	1.658	1.521	1.521	1.650	1.650
1,946.00	1.553	1.553	0.4333	0.4333	1.709	1.709	1.660	1.660	1.586	1.586	1.640	1.640	1.530	1.530	1.554	1.554	1.688	1.688	1.726	1.726	1.609	1.609	1.716	1.716	1.655	1.655	1.553	1.553	1.623	1.623	1.618	1.618	1.504	1.504	1.603	1.603
1,948.00	1.532	1.532	0.4425	0.4425	1.695	1.695	1.663	1.663	1.551	1.551	1.633	1.633	1.507	1.507	1.534	1.534	1.648	1.648	1.697	1.697	1.586	1.586	1.674	1.674	1.649	1.649	1.550	1.550	1.587	1.587	1.579	1.579	1.494	1.494	1.560	1.560
1,950.00	1.513	1.513	0.4532	0.4532	1.702	1.702	1.656	1.656	1.516	1.516	1.621	1.621	1.482	1.482	1.527	1.527	1.618	1.618	1.672	1.672	1.568	1.568	1.627	1.627	1.637	1.637	1.552	1.552	1.544	1.544	1.539	1.539	1.489	1.489	1.525	1.525
1,952.00	1.496	1.496	0.4623	0.4623	1.722	1.722	1.636	1.636	1.488	1.488	1.605	1.605	1.459	1.459	1.531	1.531	1.602	1.602	1.649	1.649	1.555	1.555	1.578	1.578	1.611	1.611	1.550	1.550	1.499	1.499	1.497	1.497	1.484	1.484	1.496	1.496
1,954.00	1.477	1.477	0.4686	0.4686	1.739	1.739	1.607	1.607	1.475	1.475	1.584	1.584	1.444	1.444	1.539	1.539	1.599	1.599	1.626	1.626	1.543	1.543	1.530	1.530	1.567	1.567	1.536	1.536	1.459	1.459	1.454	1.454	1.472	1.472	1.473	1.473
1,956.00	1.457	1.457	0.4731	0.4731	1.738	1.738	1.576	1.576	1.479	1.479	1.562	1.562	1.440	1.440	1.540	1.540	1.601	1.601	1.600	1.600	1.527	1.527	1.487	1.487	1.510	1.510	1.507	1.507	1.430	1.430	1.405	1.405	1.446	1.446	1.454	1.454
1,958.00	1.436	1.436	0.4750	0.4750	1.713	1.713	1.548	1.548	1.497	1.497	1.542	1.542	1.446	1.446	1.529	1.529	1.599	1.599	1.570	1.570	1.502	1.502	1.451	1.451	1.449	1.449	1.468	1.468	1.413	1.413	1.353	1.353	1.410	1.410	1.440	1.440
1,960.00	1.412	1.412	0.4722	0.4722	1.671	1.671	1.528	1.528	1.519	1.519	1.523	1.523	1.456	1.456	1.504	1.504	1.582	1.582	1.536	1.536	1.464	1.464	1.423	1.423	1.390	1.390	1.427	1.427	1.403	1.403	1.305	1.305	1.372	1.372	1.428	1.428
1,962.00	1.387	1.387	0.4643	0.4643	1.624	1.624	1.517	1.517	1.537	1.537	1.501	1.501	1.461	1.461	1.471	1.471	1.548	1.548	1.502	1.502	1.418	1.418	1.399	1.399	1.339	1.339	1.389	1.389	1.395	1.395	1.266	1.266	1.337	1.337	1.416	1.416
1,964.00	1.363	1.363	0.4531	0.4531	1.587	1.587	1.510	1.510	1.543	1.543	1.476	1.476	1.460	1.460	1.437	1.437	1.503	1.503	1.469	1.469	1.370	1.370	1.375	1.375	1.296	1.296	1.356	1.356	1.382	1.382	1.241	1.241	1.307	1.307	1.403	1.403
1,966.00	1.341	1.341	0.4407	0.4407	1.569	1.569	1.505	1.505	1.539	1.539	1.449	1.449	1.452	1.452	1.411	1.411	1.459	1.459	1.439	1.439	1.333	1.333	1.346	1.346	1.267	1.267	1.324	1.324	1.365	1.365	1.233	1.233	1.280	1.280	1.389	1.389
1,968.00	1.323	1.323	0.4301	0.4301	1.570	1.570	1.499	1.499	1.525	1.525	1.425	1.425	1.438	1.438	1.394	1.394	1.427	1.427	1.411	1.411	1.312	1.312	1.310	1.310	1.251	1.251	1.290	1.290	1.344	1.344	1.238	1.238	1.255	1.255	1.375	1.375
1,970.00	1.310	1.310	0.4237	0.4237	1.585	1.585	1.491	1.491	1.503	1.503	1.409	1.409	1.418	1.418	1.383	1.383	1.416	1.416	1.386	1.386	1.309	1.309	1.273	1.273	1.250	1.250	1.251	1.251	1.320	1.320	1.250	1.250	1.231	1.231	1.367	1.367
1,972.00	1.300	1.300	0.4221	0.4221	1.603	1.603	1.480	1.480	1.476	1.476	1.407	1.407	1.390	1.390	1.375	1.375	1.423	1.423	1.360	1.360	1.320	1.320	1.240	1.240	1.261	1.261	1.209	1.209	1.294	1.294	1.263	1.263	1.208	1.208	1.364	1.364
1,974.00	1.292	1.292	0.4235	0.4235	1.618	1.618	1.468	1.468	1.448	1.448	1.417	1.417	1.357	1.357	1.368	1.368	1.437	1.437	1.332	1.332	1.334	1.334	1.218	1.218	1.276	1.276	1.174	1.174	1.268	1.268	1.272	1.272	1.187	1.187	1.364	1.364
1,976.00	1.285	1.285	0.4272	0.4272	1.628	1.628	1.457	1.457	1.421	1.421	1.434	1.434	1.321	1.321	1.364	1.364	1.449	1.449	1.306	1.306	1.341	1.341	1.207	1.207	1.289	1.289	1.152	1.152	1.242	1.242	1.274	1.274	1.168	1.168	1.362	1.362
1,978.00	1.277	1.277	0.4329	0.4329	1.631	1.631	1.453	1.453	1.398	1.398	1.451	1.451	1.288	1.288	1.360	1.360	1.454	1.454	1.284	1.284	1.339	1.339	1.202	1.202	1.293	1.293	1.142	1.142	1.210	1.210	1.266	1.266	1.152	1.152	1.356	1.356
1,980.00	1.268	1.268	0.4397	0.4397	1.629	1.629	1.463	1.463	1.375	1.375	1.462	1.462	1.263	1.263	1.350	1.350	1.449	1.449	1.268	1.268	1.331	1.331	1.197	1.197	1.285	1.285	1.142	1.142	1.173	1.173	1.248	1.248	1.141	1.141	1.341	1.341
1,982.00	1.257	1.257	0.4472	0.4472	1.625	1.625	1.489	1.489	1.351	1.351	1.458	1.458	1.243	1.243	1.329	1.329	1.436	1.436	1.259	1.259	1.318	1.318	1.189	1.189	1.268	1.268	1.145	1.145	1.134	1.134	1.220	1.220	1.132	1.132	1.317	1.317
1,984.00	1.241	1.241	0.4542	0.4542	1.616	1.616	1.527	1.527	1.324	1.324	1.437	1.437	1.226	1.226	1.298	1.298	1.418	1.418	1.256	1.256	1.299	1.299	1.173	1.173	1.246	1.246	1.141	1.141	1.095	1.095	1.186	1.186	1.124	1.124	1.285	1.285
1,986.00	1.221	1.221	0.4577	0.4577	1.596	1.596	1.565	1.565	1.297	1.297	1.397	1.397	1.207	1.207	1.264	1.264	1.394	1.394	1.255	1.255	1.269	1.269	1.148	1.148	1.221	1.221	1.124	1.124	1.061	1.061	1.148	1.148	1.115	1.115	1.246	1.246
1,988.00	1.196	1.196	0.4557	0.4557	1.564	1.564	1.587	1.587	1.276	1.276	1.340	1.340	1.187	1.187	1.234	1.234	1.363	1.363	1.249	1.249	1.224	1.224	1.114	1.114	1.195	1.195	1.094	1.094	1.036	1.036	1.107	1.107	1.104	1.104	1.200	1.200
1,990.00	1.166	1.166	0.4489	0.4489	1.521	1.521	1.582	1.582	1.263	1.263	1.276	1.276	1.169	1.169	1.218	1.218	1.328	1.328	1.235	1.235	1.169	1.169	1.076	1.076	1.166	1.166	1.056	1.056	1.018	1.018	1.066	1.066	1.086	1.086	1.148	1.148
1,992.00	1.135	1.135	0.4413	0.4413	1.471	1.471	1.547	1.547	1.263	1.263	1.212	1.212	1.157	1.157	1.214	1.214	1.292	1.292	1.213	1.213	1.117	1.117	1.040	1.040	1.131	1.131	1.018	1.018	1.005	1.005	1.025	1.025	1.063	1.063	1.093	1.093
1,994.00	1.106	1.106	0.4381	0.4381	1.422	1.422	1.490	1.490	1.270	1.270	1.160	1.160	1.151	1.151	1.213	1.213	1.258	1.258	1.182	1.182	1.082	1.082	1.008	1.008	1.094	1.094	0.9879	0.9879	0.9947	0.9947	0.9850	0.9850	1.035	1.035	1.039	1.039
1,996.00	1.083	1.083	0.4421	0.4421	1.387	1.387	1.426	1.426	1.284	1.284	1.125	1.125	1.148	1.148	1.208	1.208	1.227	1.227	1.148	1.148	1.067	1.067	0.9821	0.9821	1.054	1.054	0.9714	0.9714	0.9892	0.9892	0.9508	0.9508	1.006	1.006	0.9899	0.9899
1,998.00	1.065	1.065	0.4518	0.4518	1.368	1.368	1.368	1.368	1.301	1.301	1.109	1.109	1.148	1.148	1.196	1.196	1.201	1.201	1.114	1.114	1.064	1.064	0.9633	0.9633	1.015	1.015	0.9639	0.9639	0.9907	0.9907	0.9262	0.9262	0.9794	0.9794	0.9503	0.9503
2,000.00	1.054	1.054	0.4625	0.4625	1.363	1.363	1.327	1.327	1.316	1.316	1.108	1.108	1.150	1.150	1.182	1.182	1.180	1.180	1.083	1.083	1.062	1.062	0.9525	0.9525	0.9799	0.9799	0.9588	0.9588	1.001	1.001	0.9107	0.9107	0.9596	0.9596	0.9233	0.9233
2,002.00	1.048	1.048	0.4709	0.4709	1.366	1.366	1.307	1.307	1.323	1.323	1.116	1.116	1.151	1.151	1.172	1.172	1.166	1.166	1.058	1.058	1.053	1.053	0.9506	0.9506	0.9553	0.9553	0.9501	0.9501	1.017	1.017	0.9022	0.9022	0.9469	0.9469	0.9074	0.9074
2,004.00	1.044	1.044	0.4760	0.4760	1.368	1.368	1.304	1.304	1.320	1.320	1.129	1.129	1.151	1.151	1.168	1.168	1.155	1.155	1.040	1.040	1.036	1.036	0.9545	0.9545	0.9446	0.9446	0.9366	0.9366	1.032	1.032	0.8988	0.8988	0.9379	0.9379	0.8962	0.8962
2,006.00	1.041	1.041	0.4782	0.4782	1.367	1.367	1.315	1.315	1.303	1.303	1.143	1.143	1.149	1.149	1.172	1.172	1.142	1.142	1.030	1.030	1.018	1.018	0.9578	0.9578	0.9477	0.9477	0.9249	0.9249	1.038	1.038	0.8981	0.8981	0.9272	0.9272	0.8830	0.8830
2,008.00	1.037	1.037	0.4783	0.4783	1.366	1.366	1.336	1.336	1.275	1.275	1.155	1.155	1.145	1.145	1.179	1.179	1.125	1.125	1.026	1.026	1.005	1.005	0.9540	0.9540	0.9598	0.9598	0.9228	0.9228	1.029	1.029	0.8981	0.8981	0.9113	0.9113	0.8631	0.8631
2,010.00	1.031	1.031	0.4757	0.4757	1.370	1.370	1.357	1.357	1.240	1.240	1.165	1.165	1.140	1.140	1.186	1.186	1.103	1.103	1.027	1.027	0.9975	0.9975	0.9414	0.9414	0.9719	0.9719	0.9324	0.9324	1.006	1.006	0.8979	0.8979	0.8900	0.8900	0.8342	0.8342
2,012.00	1.024	1.024	0.4697	0.4697	1.382	1.382	1.374	1.374	1.205	1.205	1.170	1.170	1.133	1.133	1.190	1.190	1.076	1.076	1.029	1.029	0.9909	0.9909	0.9253	0.9253	0.9757	0.9757	0.9484	0.9484	0.9720	0.9720	0.8967	0.8967	0.8674	0.8674	0.7992	0.7992
2,014.00	1.014	1.014	0.4605	0.4605	1.399	1.399	1.378	1.378	1.176	1.176	1.169	1.169	1.124	1.124	1.187	1.187	1.047	1.047	1.028	1.028	0.9822	0.9822	0.9134	0.9134	0.9679	0.9679	0.9620	0.9620	0.9351	0.9351	0.8919	0.8919	0.8483	0.8483	0.7655	0.7655
2,016.00	1.002	1.002	0.4506	0.4506	1.416	1.416	1.364	1.364	1.156	1.156	1.163	1.163	1.114	1.114	1.175	1.175	1.021	1.021	1.022	1.022	0.9718	0.9718	0.9102	0.9102	0.9487	0.9487	0.9643	0.9643	0.9019	0.9019	0.8822	0.8822	0.8319	0.8319	0.7389	0.7389
2,018.00	0.9879	0.9879	0.4435	0.4435	1.427	1.427	1.334	1.334	1.148	1.148	1.150	1.150	1.104	1.104	1.154	1.154	0.9984	0.9984	1.007	1.007	0.9628	0.9628	0.9144	0.9144	0.9212	0.9212	0.9513	0.9513	0.8739	0.8739	0.8686	0.8686	0.8151	0.8151	0.7209	0.7209
2,020.00	0.9726	0.9726	0.4409	0.4409	1.427	1.427	1.298	1.298	1.147	1.147	1.132	1.132	1.097	1.097	1.127	1.127	0.9786	0.9786	0.9863	0.9863	0.9587	0.9587	0.9200	0.9200	0.8885	0.8885	0.9253	0.9253	0.8492	0.8492	0.8508	0.8508	0.7959	0.7959	0.7110	0.7110
2,022.00	0.9566	0.9566	0.4428	0.4428	1.415	1.415	1.268	1.268	1.148	1.148	1.110	1.110	1.096	1.096	1.098	1.098	0.9613	0.9613	0.9654	0.9654	0.9584	0.9584	0.9189	0.9189	0.8534	0.8534	0.8918	0.8918	0.8251	0.8251	0.8296	0.8296	0.7765	0.7765	0.7054	0.7054
2,024.00	0.9407	0.9407	0.4489	0.4489	1.392	1.392	1.251	1.251	1.146	1.146	1.087	1.087	1.096	1.096	1.070	1.070	0.9467	0.9467	0.9503	0.9503	0.9551	0.9551	0.9059	0.9059	0.8182	0.8182	0.8567	0.8567	0.7990	0.7990	0.8056	0.8056	0.7643	0.7643	0.6996	0.6996
2,026.00	0.9254	0.9254	0.4574	0.4574	1.364	1.364	1.245	1.245	1.140	1.140	1.067	1.067	1.093	1.093	1.046	1.046	0.9354	0.9354	0.9430	0.9430	0.9422	0.9422	0.8800	0.8800	0.7851	0.7851	0.8247	0.8247	0.7721	0.7721	0.7808	0.7808	0.7649	0.7649	0.6918	0.6918
2,028.00	0.9112	0.9112	0.4662	0.4662	1.341	1.341	1.241	1.241	1.133	1.133	1.049	1.049	1.080	1.080	1.026	1.026	0.9284	0.9284	0.9403	0.9403	0.9183	0.9183	0.8446	0.8446	0.7574	0.7574	0.7978	0.7978	0.7488	0.7488	0.7577	0.7577	0.7757	0.7757	0.6860	0.6860
2,030.00	0.8988	0.8988	0.4735	0.4735	1.330	1.330	1.229	1.229	1.129	1.129	1.034	1.034	1.054	1.054	1.009	1.009	0.9259	0.9259	0.9364	0.9364	0.8890	0.8890	0.8075	0.8075	0.7385	0.7385	0.7770	0.7770	0.7315	0.7315	0.7384	0.7384	0.7886	0.7886	0.6873	0.6873
2,032.00	0.8886	0.8886	0.4771	0.4771	1.333	1.333	1.207	1.207	1.130	1.130	1.018	1.018	1.021	1.021	0.9985	0.9985	0.9271	0.9271	0.9266	0.9266	0.8646	0.8646	0.7765	0.7765	0.7306	0.7306	0.7616	0.7616	0.7195	0.7195	0.7249	0.7249	0.7929	0.7929	0.6978	0.6978
